FID,pointid,b1_S2,b2_S2,b3_S2,b4_S2,b5_S2,b6_S2,b7_S2,b8_S2,b9_S2,b10_S2,b11_S2,b12_S2,b13_S2,b14_S2,b15_S2,b16_S2,b17_S2,b18_S2,Classname,Classvalue
8341,5892,587,980,1273,1738,2198,2342,2165,1480,2543,558,883,888,1450,2944,3557,2749,1801,3650,Low Vegetation,61
8342,5893,618,989,1296,1740,2167,2324,2136,1457,2458,597,950,994,1530,3065,3645,2866,1897,3762,Low Vegetation,61
8343,5894,588,982,1332,1763,2100,2243,2061,1392,2439,620,974,1045,1612,3111,3633,2922,1963,3809,Low Vegetation,61
8344,5895,574,954,1289,1715,2034,2214,1897,1245,2419,572,932,935,1530,2976,3459,2800,1857,3562,Low Vegetation,61
8345,5896,568,923,1257,1668,2006,2173,1696,1106,2320,543,888,892,1471,2808,3283,2651,1699,3350,Low Vegetation,61
8346,5897,545,904,1272,1640,1956,2084,1568,1014,2252,562,886,890,1458,2769,3226,2641,1695,3248,Low Vegetation,61
8347,5898,530,882,1191,1599,1887,2023,1442,911,2222,545,894,888,1464,2806,3224,2652,1685,3382,Low Vegetation,61
8348,5899,513,850,1139,1553,1890,2026,1399,892,2178,577,913,928,1457,2847,3389,2715,1761,3521,Low Vegetation,61
8349,5900,472,818,1078,1509,1852,2004,1332,864,2127,585,947,988,1523,2864,3329,2817,1867,3449,Low Vegetation,61
8350,5901,457,792,1034,1458,1792,1950,1352,882,2091,592,952,994,1585,2939,3459,3006,2024,3596,Low Vegetation,61
8351,5902,457,759,996,1396,1656,1811,1345,892,1956,675,1073,1181,1808,3295,3872,3388,2406,4023,Low Vegetation,61
8352,5903,452,702,976,1299,1522,1659,1286,906,1809,772,1211,1433,1988,3523,4121,3751,2863,4278,Low Vegetation,61
8353,5904,596,973,1211,1738,2293,2424,2182,1463,2611,540,890,879,1428,2947,3511,2783,1853,3614,Low Vegetation,61
8354,5905,608,973,1259,1742,2238,2428,2172,1479,2570,614,957,1014,1520,3143,3694,2926,2009,3839,Low Vegetation,61
8355,5906,602,979,1275,1770,2243,2409,2174,1467,2582,608,967,1016,1569,3230,3790,2953,2033,3939,Low Vegetation,61
8356,5907,621,976,1350,1777,2183,2368,2137,1445,2490,586,958,987,1564,3146,3723,2940,1988,3885,Low Vegetation,61
8357,5908,618,986,1360,1761,2107,2284,2056,1393,2415,582,939,951,1505,3014,3549,2831,1876,3652,Low Vegetation,61
8358,5909,616,976,1369,1750,2050,2196,1914,1285,2360,530,871,850,1456,2884,3400,2736,1771,3483,Low Vegetation,61
8359,5910,571,947,1322,1710,2019,2158,1755,1156,2339,580,901,898,1472,2909,3371,2742,1808,3451,Low Vegetation,61
8360,5911,537,894,1228,1644,1929,2094,1578,1027,2260,571,923,929,1490,2837,3325,2717,1792,3492,Low Vegetation,61
8361,5912,509,862,1126,1561,1914,2051,1487,963,2208,524,851,838,1387,2812,3284,2680,1755,3345,Low Vegetation,61
8362,5913,471,793,1074,1506,1831,1964,1440,912,2139,607,947,979,1471,2901,3333,2757,1810,3407,Low Vegetation,61
8363,5914,471,801,1047,1479,1791,1932,1423,918,2077,580,950,977,1608,3029,3511,3000,2050,3615,Low Vegetation,61
8364,5915,455,768,1005,1381,1679,1836,1390,903,1944,690,1086,1215,1797,3344,3916,3394,2453,4081,Low Vegetation,61
8365,5916,429,726,972,1316,1584,1734,1389,939,1848,768,1212,1437,1974,3544,4184,3698,2781,4343,Low Vegetation,61
8366,5917,554,963,1119,1723,2341,2495,2185,1442,2686,674,1048,1087,1742,3175,3708,3222,2267,3871,Low Vegetation,61
8367,5918,531,928,1025,1673,2378,2617,2122,1398,2764,674,1062,1142,1732,3278,3867,3195,2267,4063,Low Vegetation,61
8368,5919,515,925,1016,1695,2415,2644,2117,1404,2807,646,1010,1072,1607,3337,3981,3105,2156,4138,Low Vegetation,61
8369,5920,568,934,1127,1728,2345,2537,2119,1411,2697,633,1012,1047,1589,3295,3979,3072,2104,4146,Low Vegetation,61
8370,5921,587,954,1251,1717,2157,2340,2125,1421,2512,644,1016,1066,1623,3233,3817,3014,2037,3985,Low Vegetation,61
8371,5922,602,944,1289,1686,2014,2195,2062,1400,2377,649,1024,1071,1606,3182,3729,2941,2022,3843,Low Vegetation,61
8372,5923,582,931,1260,1679,2010,2160,1930,1285,2329,616,989,1021,1585,3134,3674,2935,2027,3791,Low Vegetation,61
8373,5924,565,912,1269,1644,1940,2071,1750,1148,2212,551,905,907,1495,2948,3522,2852,1900,3619,Low Vegetation,61
8374,5925,534,864,1154,1566,1878,2020,1605,1034,2182,530,864,843,1390,2948,3432,2783,1805,3558,Low Vegetation,61
8375,5926,477,804,1065,1475,1778,1949,1558,975,2145,572,918,930,1478,2951,3456,2848,1900,3662,Low Vegetation,61
8376,5927,483,785,1043,1445,1790,1948,1537,996,2095,620,982,1028,1611,3130,3654,3081,2118,3835,Low Vegetation,61
8377,5928,466,771,996,1395,1726,1895,1513,988,2020,662,1052,1171,1699,3302,3955,3319,2363,4137,Low Vegetation,61
8378,5929,465,774,1033,1411,1708,1837,1585,1060,1986,675,1078,1206,1738,3402,4047,3383,2463,4246,Low Vegetation,61
8379,5930,516,817,1071,1490,1783,1942,1702,1141,2121,621,1013,1104,1628,3277,3968,3266,2350,4128,Low Vegetation,61
8380,8017,445,660,967,1183,1394,1555,1926,1357,1749,610,870,1380,1597,1742,1833,2697,2342,1969,Low Vegetation,61
8381,8018,452,658,997,1189,1391,1546,1941,1398,1720,613,871,1387,1602,1741,1837,2691,2303,1973,Low Vegetation,61
8382,8019,457,679,983,1198,1426,1552,1890,1341,1730,626,891,1417,1631,1759,1896,2741,2371,2018,Low Vegetation,61
8383,8020,464,675,985,1197,1400,1563,1914,1357,1713,613,885,1389,1598,1718,1862,2700,2337,1982,Low Vegetation,61
8384,8021,449,665,989,1183,1406,1539,1885,1351,1694,634,900,1411,1624,1733,1844,2707,2328,2000,Low Vegetation,61
8385,8022,463,658,969,1170,1437,1533,1892,1356,1736,630,886,1406,1596,1757,1834,2681,2303,1988,Low Vegetation,61
8386,8023,444,651,979,1169,1379,1520,1882,1370,1700,619,872,1389,1598,1734,1846,2666,2291,1978,Low Vegetation,61
8387,8024,437,657,1009,1188,1385,1517,1862,1333,1685,614,921,1441,1668,1760,1911,2694,2342,2031,Low Vegetation,61
8388,8025,448,646,973,1174,1373,1478,1900,1367,1651,624,868,1396,1614,1726,1880,2690,2340,2005,Low Vegetation,61
8389,8026,443,655,977,1194,1443,1532,1917,1393,1734,644,906,1422,1643,1781,1918,2758,2404,2055,Low Vegetation,61
8390,8027,423,652,961,1202,1432,1584,1905,1352,1769,660,920,1456,1667,1769,1922,2794,2431,2037,Low Vegetation,61
8391,8028,448,677,979,1197,1412,1546,1898,1352,1708,618,887,1410,1636,1742,1868,2707,2350,1996,Low Vegetation,61
8392,8029,441,665,989,1200,1415,1532,1885,1348,1726,622,879,1381,1607,1707,1854,2671,2307,1969,Low Vegetation,61
8393,8030,454,680,1002,1200,1398,1514,1833,1328,1684,622,877,1388,1616,1736,1826,2657,2292,1947,Low Vegetation,61
8394,8031,437,662,968,1180,1417,1514,1841,1325,1693,613,875,1406,1594,1757,1831,2661,2276,1945,Low Vegetation,61
8395,8032,424,660,974,1165,1404,1503,1821,1301,1707,622,876,1386,1607,1714,1864,2653,2287,1979,Low Vegetation,61
8396,8033,467,687,1012,1200,1411,1532,1792,1275,1650,651,929,1470,1699,1830,1959,2840,2501,2084,Low Vegetation,61
8397,8034,466,678,1033,1242,1409,1513,1781,1272,1700,657,925,1464,1698,1847,1962,2793,2456,2078,Low Vegetation,61
8398,8035,462,688,1057,1246,1399,1519,1729,1234,1694,628,896,1442,1659,1776,1889,2706,2343,2054,Low Vegetation,61
8399,8036,444,675,998,1203,1394,1520,1832,1309,1697,628,901,1438,1649,1765,1848,2702,2316,2035,Low Vegetation,61
8400,8037,440,664,975,1176,1412,1522,1893,1360,1678,654,905,1441,1646,1776,1904,2723,2380,1997,Low Vegetation,61
8401,8038,454,672,988,1184,1436,1549,1927,1389,1717,640,915,1449,1677,1760,1925,2768,2405,2075,Low Vegetation,61
8402,8039,437,651,974,1178,1400,1541,1907,1353,1710,654,923,1451,1667,1784,1920,2781,2434,2042,Low Vegetation,61
8403,8040,432,658,977,1182,1405,1539,1878,1350,1715,635,901,1408,1623,1736,1871,2696,2348,1991,Low Vegetation,61
8404,8041,429,652,974,1184,1414,1526,1884,1337,1675,628,878,1380,1598,1708,1824,2640,2291,1966,Low Vegetation,61
8405,8042,445,663,986,1173,1351,1496,1836,1328,1663,618,876,1395,1602,1726,1808,2634,2249,1959,Low Vegetation,61
8406,8043,428,651,974,1162,1359,1493,1805,1276,1658,633,892,1408,1625,1768,1825,2662,2285,1959,Low Vegetation,61
8407,8044,445,667,986,1180,1405,1499,1791,1272,1656,631,896,1428,1679,1770,1902,2739,2340,2018,Low Vegetation,61
8408,8045,452,844,864,1564,2248,2458,1720,1077,2631,767,1106,1735,2034,2190,2356,3537,3147,2531,Low Vegetation,61
8409,8046,469,778,946,1367,1809,1993,1752,1170,2183,748,1092,1705,1978,2139,2268,3424,2982,2455,Low Vegetation,61
8410,8047,452,724,1056,1243,1474,1623,1774,1249,1737,658,937,1468,1726,1880,1978,2987,2602,2170,Low Vegetation,61
8411,8048,452,683,1016,1233,1418,1530,1782,1265,1733,665,939,1476,1706,1830,1950,2880,2489,2112,Low Vegetation,61
8412,8049,466,696,1042,1235,1411,1531,1796,1277,1725,696,984,1522,1743,1868,2006,2850,2512,2129,Low Vegetation,61
8413,8050,469,695,1063,1209,1393,1512,1739,1246,1695,657,924,1441,1683,1780,1935,2746,2416,2087,Low Vegetation,61
8414,8051,444,667,1014,1188,1410,1539,1800,1277,1705,638,908,1445,1671,1772,1858,2718,2366,2024,Low Vegetation,61
8415,8052,452,665,954,1178,1448,1544,1877,1351,1718,657,931,1482,1704,1811,1950,2763,2423,2029,Low Vegetation,61
8416,8053,447,657,962,1180,1418,1534,1912,1381,1721,637,929,1457,1679,1793,1923,2777,2443,2053,Low Vegetation,61
8417,8054,426,648,959,1170,1374,1511,1899,1358,1677,644,920,1457,1656,1798,1902,2760,2411,2014,Low Vegetation,61
8418,8055,440,645,963,1149,1369,1514,1855,1342,1657,640,900,1415,1615,1743,1857,2689,2341,1986,Low Vegetation,61
8419,8056,439,651,963,1146,1368,1515,1851,1336,1653,628,874,1367,1581,1709,1813,2623,2266,1955,Low Vegetation,61
8420,8057,431,661,995,1167,1349,1508,1877,1353,1650,603,867,1379,1613,1722,1825,2634,2242,1938,Low Vegetation,61
8421,8058,439,648,999,1166,1353,1495,1816,1291,1640,629,913,1441,1644,1776,1913,2710,2362,2051,Low Vegetation,61
8422,8059,450,675,1032,1191,1366,1495,1823,1327,1654,659,938,1522,1758,1853,2002,2864,2459,2113,Low Vegetation,61
8423,8060,462,832,878,1477,2075,2266,1698,1060,2480,823,1190,1844,2127,2307,2436,3719,3329,2673,Low Vegetation,61
8424,8061,456,742,886,1364,1877,2035,1707,1124,2291,805,1155,1813,2089,2292,2412,3632,3234,2597,Low Vegetation,61
8425,8062,464,714,908,1317,1775,1898,1756,1164,2142,791,1110,1734,2023,2145,2353,3516,3117,2513,Low Vegetation,61
8426,8063,442,699,925,1304,1707,1873,1747,1141,2089,749,1065,1666,1943,2084,2227,3394,2965,2403,Low Vegetation,61
8427,8064,452,734,944,1368,1757,1913,1750,1136,2080,729,1029,1599,1882,2021,2176,3270,2877,2355,Low Vegetation,61
8428,8065,452,726,988,1298,1623,1789,1749,1185,1942,726,1034,1639,1909,2028,2192,3263,2867,2355,Low Vegetation,61
8429,8066,475,733,1090,1274,1483,1584,1752,1224,1766,659,957,1499,1751,1886,1999,3039,2630,2196,Low Vegetation,61
8430,8067,444,696,1041,1230,1421,1543,1759,1243,1706,629,922,1455,1676,1785,1908,2828,2461,2096,Low Vegetation,61
8431,8068,461,693,1017,1210,1399,1545,1785,1273,1687,684,979,1523,1756,1873,1993,2868,2540,2140,Low Vegetation,61
8432,8069,458,686,1037,1194,1367,1512,1762,1263,1675,679,959,1492,1729,1873,1979,2833,2499,2093,Low Vegetation,61
8433,8070,460,686,1030,1208,1423,1547,1758,1270,1670,659,936,1464,1697,1819,1943,2782,2444,2062,Low Vegetation,61
8434,8071,446,661,975,1195,1439,1553,1836,1314,1679,671,949,1506,1737,1861,1970,2809,2488,2112,Low Vegetation,61
8435,8072,425,639,962,1146,1358,1518,1848,1348,1669,662,935,1475,1691,1835,1931,2808,2479,2095,Low Vegetation,61
8436,8073,427,648,971,1146,1337,1478,1877,1349,1636,642,931,1458,1666,1777,1911,2753,2406,2018,Low Vegetation,61
8437,8074,430,644,986,1153,1331,1456,1806,1301,1621,622,902,1417,1641,1768,1872,2682,2340,1978,Low Vegetation,61
8438,8075,419,645,970,1146,1328,1426,1782,1268,1631,623,876,1388,1607,1710,1824,2619,2255,1951,Low Vegetation,61
8439,8076,454,676,1011,1183,1332,1454,1883,1357,1625,610,873,1391,1604,1719,1822,2632,2259,1946,Low Vegetation,61
8440,8077,454,688,1062,1218,1373,1492,1857,1359,1634,657,943,1517,1694,1796,1947,2731,2375,2061,Low Vegetation,61
8441,8078,448,680,1064,1221,1377,1500,1833,1317,1634,686,970,1565,1816,1909,2013,2900,2536,2097,Low Vegetation,61
8442,8079,454,804,950,1484,1984,2122,1730,1079,2343,846,1235,1894,2210,2389,2553,3828,3451,2750,Low Vegetation,61
8443,8080,453,786,932,1429,1896,2091,1673,1061,2300,799,1170,1830,2116,2270,2443,3704,3305,2651,Low Vegetation,61
8444,8081,455,757,954,1369,1807,1936,1702,1098,2165,800,1148,1779,2085,2251,2408,3653,3230,2630,Low Vegetation,61
8445,8082,464,741,958,1326,1713,1867,1753,1149,2114,794,1133,1783,2077,2248,2399,3632,3223,2578,Low Vegetation,61
8446,8083,469,717,980,1292,1667,1778,1797,1209,1997,796,1150,1778,2040,2201,2378,3577,3180,2540,Low Vegetation,61
8447,8084,476,713,977,1274,1602,1742,1803,1228,1959,765,1085,1704,1980,2121,2287,3454,3065,2465,Low Vegetation,61
8448,8085,467,708,1001,1254,1554,1719,1783,1221,1912,747,1073,1691,1954,2112,2252,3367,2968,2427,Low Vegetation,61
8449,8086,465,714,1033,1253,1520,1645,1805,1246,1845,743,1063,1646,1932,2063,2217,3319,2909,2425,Low Vegetation,61
8450,8087,487,717,1026,1260,1523,1639,1834,1274,1839,732,1037,1647,1900,2087,2200,3299,2894,2381,Low Vegetation,61
8451,8088,460,711,1043,1264,1491,1588,1790,1237,1797,694,996,1541,1799,1962,2070,3140,2751,2267,Low Vegetation,61
8452,8089,443,676,1034,1214,1402,1528,1723,1216,1691,645,917,1452,1670,1828,1949,2857,2490,2097,Low Vegetation,61
8453,8090,446,676,1011,1195,1357,1504,1740,1246,1648,663,948,1501,1735,1837,1961,2853,2483,2105,Low Vegetation,61
8454,8091,448,683,1020,1202,1344,1504,1736,1241,1648,690,978,1534,1772,1891,1995,2879,2543,2110,Low Vegetation,61
8455,8092,463,711,1057,1252,1421,1538,1741,1271,1693,681,967,1518,1741,1866,1994,2857,2539,2112,Low Vegetation,61
8456,8093,444,687,1003,1210,1435,1549,1826,1306,1728,682,973,1525,1751,1867,1981,2864,2529,2135,Low Vegetation,61
8457,8094,444,638,978,1157,1342,1477,1806,1317,1666,686,977,1519,1757,1847,1971,2853,2510,2106,Low Vegetation,61
8458,8095,432,651,982,1150,1302,1421,1798,1312,1609,671,943,1478,1696,1795,1926,2746,2411,2020,Low Vegetation,61
8459,8096,446,675,1018,1190,1341,1446,1752,1264,1604,633,905,1413,1640,1768,1883,2679,2332,1976,Low Vegetation,61
8460,8097,452,675,1007,1188,1331,1445,1703,1214,1616,619,882,1409,1629,1721,1845,2641,2294,1955,Low Vegetation,61
8461,8098,447,655,1010,1171,1324,1466,1795,1306,1622,613,858,1377,1594,1689,1803,2627,2264,1906,Low Vegetation,61
8462,8099,466,695,1078,1240,1364,1494,1891,1386,1636,624,886,1395,1614,1710,1857,2653,2266,1926,Low Vegetation,61
8463,8100,456,685,1063,1241,1379,1491,1859,1355,1641,633,895,1423,1654,1779,1907,2740,2356,2012,Low Vegetation,61
8464,8101,482,844,940,1534,2085,2226,1772,1151,2499,931,1372,2130,2471,2645,2828,4184,3822,3065,Low Vegetation,61
8465,8102,480,826,950,1458,1936,2108,1735,1146,2329,858,1238,1941,2222,2427,2572,3904,3504,2795,Low Vegetation,61
8466,8103,463,747,991,1334,1716,1821,1721,1123,2082,822,1199,1849,2138,2310,2471,3741,3350,2682,Low Vegetation,61
8467,8104,480,757,1002,1323,1675,1832,1692,1132,2017,829,1179,1834,2129,2275,2460,3688,3288,2638,Low Vegetation,61
8468,8105,471,726,989,1287,1618,1764,1709,1163,1993,810,1160,1823,2097,2281,2427,3666,3257,2639,Low Vegetation,61
8469,8106,474,738,986,1309,1679,1805,1779,1215,2027,837,1189,1847,2135,2319,2444,3688,3294,2651,Low Vegetation,61
8470,8107,478,716,1005,1301,1611,1756,1824,1253,1945,828,1179,1827,2133,2279,2445,3639,3265,2620,Low Vegetation,61
8471,8108,478,709,1035,1283,1527,1690,1827,1269,1867,808,1147,1787,2074,2224,2363,3563,3174,2570,Low Vegetation,61
8472,8109,475,728,1033,1265,1510,1667,1848,1273,1863,775,1117,1766,2046,2182,2356,3498,3120,2497,Low Vegetation,61
8473,8110,482,709,1037,1259,1539,1659,1874,1304,1879,783,1119,1764,2044,2171,2318,3473,3072,2496,Low Vegetation,61
8474,8111,471,728,997,1291,1627,1741,1886,1321,1921,779,1110,1724,1997,2160,2262,3414,3008,2484,Low Vegetation,61
8475,8112,453,710,1009,1258,1524,1681,1820,1256,1849,744,1063,1646,1888,2061,2195,3298,2880,2425,Low Vegetation,61
8476,8113,448,688,1018,1201,1366,1512,1710,1211,1662,665,942,1492,1741,1870,1977,2977,2574,2152,Low Vegetation,61
8477,8114,445,672,1020,1184,1346,1477,1708,1220,1636,660,943,1503,1739,1854,1983,2883,2502,2131,Low Vegetation,61
8478,8115,434,690,1015,1202,1350,1495,1720,1219,1666,712,1013,1577,1793,1915,2025,2948,2614,2176,Low Vegetation,61
8479,8116,471,697,1075,1249,1402,1529,1739,1259,1698,689,997,1549,1784,1900,2021,2919,2599,2150,Low Vegetation,61
8480,8117,446,691,1053,1226,1445,1522,1841,1343,1733,698,983,1544,1770,1888,2004,2894,2562,2141,Low Vegetation,61
8481,8118,451,653,988,1183,1386,1460,1807,1324,1667,674,976,1526,1746,1867,1994,2862,2511,2118,Low Vegetation,61
8482,8119,446,665,996,1158,1325,1419,1738,1260,1590,651,937,1454,1671,1797,1909,2727,2387,2028,Low Vegetation,61
8483,8120,455,697,1058,1175,1370,1447,1680,1191,1582,632,901,1440,1645,1766,1887,2694,2341,2025,Low Vegetation,61
8484,8121,447,692,1060,1224,1347,1459,1622,1161,1602,661,945,1527,1745,1856,1974,2788,2467,2114,Low Vegetation,61
8485,8122,463,705,1074,1231,1371,1484,1634,1193,1619,673,950,1546,1790,1892,2002,2813,2482,2121,Low Vegetation,61
8486,8123,472,696,1070,1233,1347,1483,1755,1318,1628,625,894,1447,1694,1811,1926,2723,2369,2026,Low Vegetation,61
8487,8124,455,675,1044,1194,1321,1434,1784,1309,1604,617,879,1394,1604,1706,1862,2648,2281,1951,Low Vegetation,61
8488,8125,490,835,999,1480,1961,2162,1826,1202,2395,905,1334,2079,2421,2598,2779,4116,3745,2959,Low Vegetation,61
8489,8126,491,768,996,1369,1749,1914,1782,1222,2128,875,1277,1972,2281,2483,2611,3922,3565,2807,Low Vegetation,61
8490,8127,465,744,1049,1313,1600,1739,1729,1161,1912,829,1201,1855,2182,2334,2518,3806,3403,2736,Low Vegetation,61
8491,8128,491,769,1075,1325,1662,1696,1750,1204,1938,832,1207,1887,2194,2342,2499,3804,3408,2722,Low Vegetation,61
8492,8129,483,747,1050,1333,1618,1787,1708,1176,1976,821,1193,1867,2201,2365,2511,3818,3409,2710,Low Vegetation,61
8493,8130,478,779,971,1354,1758,1877,1738,1184,2072,846,1205,1871,2193,2350,2486,3767,3378,2679,Low Vegetation,61
8494,8131,489,747,992,1320,1666,1794,1781,1213,1997,832,1182,1841,2127,2300,2495,3672,3274,2652,Low Vegetation,61
8495,8132,495,728,1055,1296,1536,1673,1806,1249,1903,814,1170,1829,2104,2273,2404,3603,3195,2618,Low Vegetation,61
8496,8133,511,729,1069,1277,1519,1654,1871,1292,1873,806,1173,1807,2096,2240,2369,3558,3160,2578,Low Vegetation,61
8497,8134,484,734,1056,1303,1590,1701,1903,1311,1896,796,1138,1779,2052,2211,2347,3482,3099,2531,Low Vegetation,61
8498,8135,475,713,994,1311,1649,1828,1895,1310,1989,772,1107,1738,2015,2185,2309,3417,3038,2495,Low Vegetation,61
8499,8136,456,718,982,1265,1593,1765,1843,1269,1919,765,1076,1672,1941,2082,2238,3360,2927,2442,Low Vegetation,61
8500,8137,454,671,1026,1212,1401,1556,1754,1237,1693,693,983,1542,1784,1885,2017,3045,2670,2234,Low Vegetation,61
8501,8138,448,674,1026,1195,1336,1487,1724,1226,1638,680,967,1532,1756,1859,1999,2925,2582,2153,Low Vegetation,61
8502,8139,451,690,1027,1220,1356,1481,1689,1205,1680,705,1014,1585,1820,1936,2056,2982,2636,2208,Low Vegetation,61
8503,8140,454,695,1055,1218,1367,1516,1688,1199,1680,709,1001,1561,1798,1927,2052,2933,2596,2166,Low Vegetation,61
8504,8141,448,678,1060,1214,1388,1510,1772,1270,1677,681,986,1560,1806,1902,2035,2896,2567,2133,Low Vegetation,61
8505,8142,457,670,1028,1200,1372,1492,1801,1301,1635,677,975,1517,1769,1862,1992,2847,2500,2103,Low Vegetation,61
8506,8143,451,690,1036,1201,1343,1464,1673,1215,1604,633,911,1450,1645,1777,1891,2706,2362,2035,Low Vegetation,61
8507,8144,437,676,1073,1205,1372,1469,1677,1207,1607,631,912,1468,1688,1787,1899,2748,2384,2062,Low Vegetation,61
8508,8145,451,692,1087,1238,1389,1484,1672,1209,1617,711,1023,1659,1901,1993,2112,2960,2639,2256,Low Vegetation,61
8509,8146,448,698,1096,1268,1421,1501,1653,1177,1617,732,1067,1744,2003,2084,2242,3083,2775,2331,Low Vegetation,61
8510,8147,474,692,1102,1251,1385,1488,1661,1185,1617,709,1025,1660,1900,1992,2137,3014,2684,2284,Low Vegetation,61
8511,8148,455,697,1091,1221,1348,1451,1639,1174,1576,665,967,1568,1787,1878,2029,2840,2490,2151,Low Vegetation,61
8512,8149,495,838,1012,1450,1922,2108,1807,1205,2321,924,1351,2089,2411,2563,2757,4092,3721,2951,Low Vegetation,61
8513,8150,490,803,1003,1403,1847,1944,1801,1214,2211,920,1347,2076,2406,2592,2758,4070,3720,2995,Low Vegetation,61
8514,8151,498,761,1073,1339,1607,1788,1811,1263,2001,874,1282,1993,2322,2470,2660,4002,3623,2905,Low Vegetation,61
8515,8152,507,771,1089,1336,1664,1780,1846,1277,1998,891,1292,1997,2351,2501,2668,4022,3642,2854,Low Vegetation,61
8516,8153,488,747,1052,1357,1688,1844,1776,1214,2065,903,1296,2037,2355,2561,2705,4046,3634,2919,Low Vegetation,61
8517,8154,486,756,1024,1345,1678,1833,1785,1217,2040,836,1202,1882,2180,2353,2478,3833,3407,2726,Low Vegetation,61
8518,8155,489,766,1065,1319,1591,1733,1816,1257,1939,805,1158,1798,2076,2235,2412,3606,3201,2570,Low Vegetation,61
8519,8156,516,752,1110,1329,1529,1671,1813,1271,1881,794,1126,1784,2079,2211,2401,3542,3159,2517,Low Vegetation,61
8520,8157,517,756,1092,1329,1507,1654,1843,1293,1860,764,1094,1738,2026,2118,2297,3456,3040,2478,Low Vegetation,61
8521,8158,495,733,1050,1316,1551,1675,1895,1321,1869,766,1097,1702,1993,2135,2271,3390,2983,2450,Low Vegetation,61
8522,8159,486,755,1021,1315,1628,1770,1913,1329,1938,759,1093,1724,1978,2133,2256,3363,2979,2441,Low Vegetation,61
8523,8160,473,720,1006,1283,1562,1725,1872,1322,1885,743,1069,1654,1913,2037,2184,3297,2890,2382,Low Vegetation,61
8524,8161,453,692,1007,1215,1447,1565,1774,1269,1724,696,982,1548,1790,1903,2048,3063,2687,2220,Low Vegetation,61
8525,8162,441,699,1068,1228,1349,1503,1698,1227,1656,683,956,1513,1753,1876,1980,2909,2562,2141,Low Vegetation,61
8526,8163,458,701,1077,1247,1360,1475,1637,1162,1661,697,1002,1543,1795,1918,2048,2948,2599,2149,Low Vegetation,61
8527,8164,447,689,1077,1228,1355,1473,1590,1141,1642,700,1003,1562,1785,1922,2049,2881,2545,2133,Low Vegetation,61
8528,8165,439,688,1055,1232,1359,1476,1624,1171,1644,676,993,1547,1775,1895,2027,2859,2517,2123,Low Vegetation,61
8529,8166,442,683,1036,1223,1341,1471,1679,1213,1627,667,963,1526,1749,1863,1998,2829,2511,2090,Low Vegetation,61
8530,8167,462,692,1077,1226,1356,1455,1650,1191,1629,657,940,1485,1668,1793,1944,2742,2412,2049,Low Vegetation,61
8531,8168,460,691,1074,1226,1391,1483,1723,1250,1645,672,959,1561,1797,1851,1989,2859,2483,2098,Low Vegetation,61
8532,8169,456,714,1081,1254,1389,1502,1769,1280,1654,699,1033,1672,1929,2018,2145,3025,2684,2281,Low Vegetation,61
8533,8170,453,709,1139,1272,1406,1530,1748,1283,1643,713,1051,1701,1988,2078,2200,3088,2782,2295,Low Vegetation,61
8534,8171,460,694,1110,1263,1397,1513,1731,1283,1632,730,1078,1724,2006,2118,2280,3118,2780,2346,Low Vegetation,61
8535,8172,442,677,1102,1254,1371,1475,1653,1205,1600,710,1031,1670,1950,2033,2167,2998,2656,2255,Low Vegetation,61
8536,8173,503,840,1037,1465,1914,2036,1807,1196,2266,956,1370,2101,2432,2603,2766,4100,3738,2965,Low Vegetation,61
8537,8174,496,852,1002,1467,1953,2103,1781,1183,2294,955,1392,2152,2515,2664,2875,4190,3843,3084,Low Vegetation,61
8538,8175,509,803,1049,1407,1781,1994,1823,1246,2179,951,1406,2172,2500,2672,2833,4244,3876,3079,Low Vegetation,61
8539,8176,495,811,1036,1421,1840,1999,1819,1240,2178,941,1399,2155,2502,2674,2852,4254,3871,3078,Low Vegetation,61
8540,8177,493,811,972,1428,1873,2045,1801,1222,2252,943,1378,2142,2508,2667,2834,4236,3860,3065,Low Vegetation,61
8541,8178,487,749,1024,1349,1663,1845,1816,1246,2005,875,1289,2005,2308,2503,2654,3978,3611,2879,Low Vegetation,61
8542,8179,507,775,1099,1308,1555,1677,1813,1263,1871,811,1152,1797,2092,2236,2380,3644,3231,2611,Low Vegetation,61
8543,8180,507,748,1103,1317,1544,1646,1835,1281,1833,799,1148,1803,2076,2213,2383,3520,3141,2558,Low Vegetation,61
8544,8181,489,727,1086,1279,1489,1617,1875,1310,1828,759,1109,1743,1987,2177,2286,3415,3040,2479,Low Vegetation,61
8545,8182,497,727,1080,1285,1489,1627,1916,1338,1778,739,1061,1674,1940,2103,2221,3340,2933,2366,Low Vegetation,61
8546,8183,492,743,1068,1291,1504,1659,1905,1338,1848,752,1068,1663,1939,2101,2228,3280,2914,2347,Low Vegetation,61
8547,8184,480,732,1029,1260,1503,1628,1893,1370,1855,725,1025,1598,1870,2014,2124,3190,2794,2293,Low Vegetation,61
8548,8185,464,708,993,1245,1475,1562,1789,1271,1725,708,1002,1555,1787,1913,2034,3047,2652,2208,Low Vegetation,61
8549,8186,469,711,1082,1239,1368,1519,1675,1201,1656,681,971,1489,1735,1869,1992,2904,2520,2144,Low Vegetation,61
8550,8187,481,732,1103,1250,1383,1491,1575,1124,1655,686,978,1531,1767,1867,2014,2878,2544,2109,Low Vegetation,61
